cris_id,title,publication_type,doi,doi_link,resolved_doi_link
73813535,A Systematic Literature Review on General Parameter Control for Evolutionary and Swarm-based Algorithms,Forschungsartikel (Buchbeitrag),10.1016/j.swevo.2020.100777,https://doi.org/10.1016/j.swevo.2020.100777,https://linkinghub.elsevier.com/retrieve/pii/S2210650220304302
73813161,A Two-Phase Framework for Detecting Manipulation Campaigns in Social Media,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-49570-1_14,https://doi.org/10.1007/978-3-030-49570-1_14,https://link.springer.com/chapter/10.1007/978-3-030-49570-1_14
73802818,Implementation of BFASTmonitor Algorithm on Google Earth Engine to Support Large-Area and Sub-Annual Change Monitoring Using Earth Observation Data,Forschungsartikel (Zeitschrift),10.3390/rs12182953,https://doi.org/10.3390/rs12182953,https://www.mdpi.com/2072-4292/12/18/2953
73795127,Adopting Learning Analytics To Inform Postgraduate Curriculum Design,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-64849-7_20,https://doi.org/10.1007/978-3-030-64849-7_20,https://link.springer.com/chapter/10.1007/978-3-030-64849-7_20
73791704,Künstliche Intelligenz: Begriffsklärungen und technische Einschätzungen als Grundlage für Regulierungsansätze,Forschungsartikel (Buchbeitrag),10.3790/978-3-428-55963-3,https://doi.org/10.3790/978-3-428-55963-3,https://elibrary.duncker-humblot.com/book/54409/digitalisierung-und-kunstliche-intelligenz
73784544,S&OP as Driver for Sustainability,Forschungsartikel (Buchbeitrag),10.1007/978-3-030-78570-3_10,https://doi.org/10.1007/978-3-030-78570-3_10,https://link.springer.com/chapter/10.1007/978-3-030-78570-3_10
73784357,Uncovering the business value of the internet of things in the energy domain – a review of smart energy business models,Forschungsartikel (Zeitschrift),10.1007/s12525-019-00381-8,https://doi.org/10.1007/s12525-019-00381-8,https://link.springer.com/article/10.1007/s12525-019-00381-8
73783995,Cartesian Genetic Programming Hyper-Heuristic with Parameter Configuration for Production Lot-Sizing,Forschungsartikel in Sammelband (Konferenz),10.1109/CEC48606.2020.9185602,https://doi.org/10.1109/CEC48606.2020.9185602,https://ieeexplore.ieee.org/document/9185602/
73783712,On the Sensitivity Analysis of Cartesian Genetic Programming Hyper-Heuristic,Forschungsartikel in Sammelband (Konferenz),10.1145/3377929.3398142,https://doi.org/10.1145/3377929.3398142,https://dl.acm.org/doi/10.1145/3377929.3398142
73782014,Creating Cloud-Free Satellite Imagery from Image Time Series with Deep Learning,Forschungsartikel in Sammelband (Konferenz),10.1145/3423336.3429345,https://doi.org/10.1145/3423336.3429345,https://dl.acm.org/doi/10.1145/3423336.3429345
73776864,"Some people feel the rain, others just get wet: An analysis of regional differences in the effects of weather on cycling",Forschungsartikel (Zeitschrift),10.1016/j.rtbm.2020.100541,https://doi.org/10.1016/j.rtbm.2020.100541,https://linkinghub.elsevier.com/retrieve/pii/S2210539520300900
73775693,The Link Between Operational Leanness and Credit Ratings,Forschungsartikel (Zeitschrift),10.1016/j.jom.2016.11.001,https://doi.org/10.1016/j.jom.2016.11.001,https://onlinelibrary.wiley.com/resolve/doi?DOI=10.1016/j.jom.2016.11.001
73774972,Performance Implications of Cross-Functional Coopetition in New Product Development: The Mediating Role of Organizational Learning,Forschungsartikel (Zeitschrift),10.1016/j.indmarman.2018.02.007,https://doi.org/10.1016/j.indmarman.2018.02.007,https://linkinghub.elsevier.com/retrieve/pii/S0019850118300919
73774881,Inventory Component Volatility and Its Relation to Returns,Forschungsartikel (Zeitschrift),10.1016/j.ijpe.2018.03.012,https://doi.org/10.1016/j.ijpe.2018.03.012,https://linkinghub.elsevier.com/retrieve/pii/S0925527318301294
73774790,On Micro-foundations of Dynamic Capabilities: A Multi-Level Perspective Based on CEO Personality and Knowledge-based Capital,Forschungsartikel (Zeitschrift),10.1016/j.lrp.2017.08.002,https://doi.org/10.1016/j.lrp.2017.08.002,https://linkinghub.elsevier.com/retrieve/pii/S0024630117303254
73774699,Share Repurchases and Myopia: Implications on the Stock and Consumer Markets,Forschungsartikel (Zeitschrift),10.1509/jm.16.0200,https://doi.org/10.1509/jm.16.0200,https://journals.sagepub.com/doi/10.1509/jm.16.0200
73774609,Social Capital and the Digital Crowd: Involving Backers to Promote New Product Innovativeness,Forschungsartikel (Zeitschrift),10.1016/j.respol.2019.01.017,https://doi.org/10.1016/j.respol.2019.01.017,https://linkinghub.elsevier.com/retrieve/pii/S0048733319300265
73774515,The Supply Side: Profiling Crowdfunders,Forschungsartikel (Buchbeitrag),10.4337/9781788117210.00011,https://doi.org/10.4337/9781788117210.00011,https://www.elgaronline.com/view/edcoll/9781788117203/9781788117203.00011.xml
73774329,Culture and Cross-functional Coopetition: The Interplay of Organizational and National Culture,Forschungsartikel (Zeitschrift),10.1016/j.intman.2019.100731,https://doi.org/10.1016/j.intman.2019.100731,https://linkinghub.elsevier.com/retrieve/pii/S1075425319300249
73774238,The Effect of Family Involvement on Innovation Outcomes: The Moderating Role of Board Social Capital,Forschungsartikel (Zeitschrift),10.1111/jpim.12522,https://doi.org/10.1111/jpim.12522,https://onlinelibrary.wiley.com/doi/10.1111/jpim.12522
73774147,The Influence of Internal Social Capital on Serial Creators' Success in Crowdfunding,Forschungsartikel (Zeitschrift),10.1111/etap.12272,https://doi.org/10.1111/etap.12272,https://journals.sagepub.com/doi/10.1111/etap.12272
73768611,Building an Equity Story: The Impact of Effectuation on Business Angel Investments,Forschungsartikel (Zeitschrift),10.1007/s11573-017-0868-2,https://doi.org/10.1007/s11573-017-0868-2,https://link.springer.com/article/10.1007/s11573-017-0868-2
73768343,Towards a Technology-Oriented Theory of Production,Forschungsartikel (Buchbeitrag),10.1007/978-3-319-47452-6_12,https://doi.org/10.1007/978-3-319-47452-6_12,https://link.springer.com/chapter/10.1007/978-3-319-47452-6_12
73766606,Attention as Activation,Forschungsartikel in Sammelband (Konferenz),10.1109/ICPR48806.2021.9413020,https://doi.org/10.1109/ICPR48806.2021.9413020,https://ieeexplore.ieee.org/document/9413020/
73758509,Approximate Nearest-Neighbour Fields via Massively-Parallel Propagation-Assisted K-D Trees,Forschungsartikel in Sammelband (Konferenz),10.1109/BigData50022.2020.9378426,https://doi.org/10.1109/BigData50022.2020.9378426,https://ieeexplore.ieee.org/document/9378426/
73754677,A Nozickian Case for Compulsory Employment Injury Insurance: The Example of Sweatshops,Forschungsartikel (Zeitschrift),10.1007/s10551-020-04535-z,https://doi.org/10.1007/s10551-020-04535-z,https://link.springer.com/article/10.1007/s10551-020-04535-z
73754311,Applications of Artificial Intelligence in Supply Chain Management and Logistics: Focusing Onto Recognition for Supply Chain Execution,Forschungsartikel (Buchbeitrag),10.1007/978-3-030-06234-7_27,https://doi.org/10.1007/978-3-030-06234-7_27,https://link.springer.com/chapter/10.1007/978-3-030-06234-7_27
73749080,Social media resources and capabilities as strategic determinants of social media performance,Forschungsartikel (Zeitschrift),10.1016/j.ijresmar.2020.09.011,https://doi.org/10.1016/j.ijresmar.2020.09.011,https://linkinghub.elsevier.com/retrieve/pii/S0167811620300872
73748892,Digital Work and Organisational Transformation: Emergent Digital/Human Work Configurations in Modern Organisations: Editorial: Special Issue on Strategic Perspectives on Digital Work and Organisational Transformation,Forschungsartikel (Zeitschrift),10.1016/j.jsis.2020.101618,https://doi.org/10.1016/j.jsis.2020.101618,https://linkinghub.elsevier.com/retrieve/pii/S0963868720300263
73748705,Robo-apocalypse cancelled?,Forschungsartikel (Zeitschrift),10.1177/0268396220925096,https://doi.org/10.1177/0268396220925096,https://journals.sagepub.com/doi/10.1177/0268396220925096
73747423,Do political parties matter? Evidence from German municipalities,Forschungsartikel (Zeitschrift),10.15456/ger.2020266.102742,https://doi.org/10.15456/ger.2020266.102742,https://journaldata.zbw.eu/dataset/do-political-parties-matter-evidence-from-german-municipalities
73746426,An approach to increasing forecast-combination accuracy through VAR error modeling,Forschungsartikel (Zeitschrift),10.1002/for.2733,https://doi.org/10.1002/for.2733,https://onlinelibrary.wiley.com/doi/10.1002/for.2733
73746336,"Are multifractal processes suited to forecasting electricity price volatility?
Evidence from Australian intraday data",Forschungsartikel (Zeitschrift),10.1515/snde-2019-0009,https://doi.org/10.1515/snde-2019-0009,https://www.degruyter.com/document/doi/10.1515/snde-2019-0009/html
73738681,Business models in process industries: Emerging trends and future research,Forschungsartikel (Zeitschrift),10.1016/j.technovation.2020.102195,https://doi.org/10.1016/j.technovation.2020.102195,https://linkinghub.elsevier.com/retrieve/pii/S0166497220300675
73732994,Attentional Feature Fusion,Forschungsartikel in Sammelband (Konferenz),10.1109/WACV48630.2021.00360,https://doi.org/10.1109/WACV48630.2021.00360,https://ieeexplore.ieee.org/document/9423114/
73732276,Information Transmission under Increasing Political Tension - Evidence for the Berlin Produce Exchange 1887-1896,Forschungsartikel (Zeitschrift),10.1002/fut.22172,https://doi.org/10.1002/fut.22172,https://onlinelibrary.wiley.com/doi/10.1002/fut.22172
73728810,The Show Must Go On - Virtualisation of Sport Events during the COVID-19 Pandemic,Forschungsartikel (Zeitschrift),10.1080/0960085X.2020.1850186,https://doi.org/10.1080/0960085X.2020.1850186,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1850186
77960260,Speculation and the Informational Efficiency of Commodity Futures Markets,Forschungsartikel (Zeitschrift),10.1016/j.jcomm.2020.100159,https://doi.org/10.1016/j.jcomm.2020.100159,https://linkinghub.elsevier.com/retrieve/pii/S2405851320300362
77945529,High-Frequency Volatility Forecasting of US Housing Markets,Forschungsartikel (Zeitschrift),10.1007/s11146-020-09745-w,https://doi.org/10.1007/s11146-020-09745-w,https://link.springer.com/article/10.1007/s11146-020-09745-w
77938114,Emergence of information infrastructures: a tale of two islands,Forschungsartikel (Zeitschrift),10.1504/IJBET.2013.055374,https://doi.org/10.1504/IJBET.2013.055374,https://www.inderscienceonline.com/doi/abs/10.1504/IJBET.2013.055374
77929101,Can Parental Migration Reduce Petty Corruption in Education?,Forschungsartikel (Zeitschrift),10.1093/wber/lhx005,https://doi.org/10.1093/wber/lhx005,https://academic.oup.com/wber/article/32/1/109/3105865
77928995,What Drives Female Labour Force Participation? Comparable Micro-level Evidence from Eight Developing and Emerging Economies,Forschungsartikel (Zeitschrift),10.1080/00220388.2020.1790533,https://doi.org/10.1080/00220388.2020.1790533,https://www.tandfonline.com/doi/full/10.1080/00220388.2020.1790533
77924292,The Male Fertility Gene Atlas: a web tool for collecting and integrating OMICS data in the context of male infertility,Forschungsartikel (Zeitschrift),10.1093/humrep/deaa155,https://doi.org/10.1093/humrep/deaa155,https://academic.oup.com/humrep/article/35/9/1983/5882043
77916220,Kompetenzvermittlung im öffentlichen Sektor neu gedacht,Nicht-wissenschaftlicher Beitrag (Zeitschrift),10.30418/2626-6032.2020.11,https://doi.org/10.30418/2626-6032.2020.11,https://www.negz.org/wp-content/uploads/2020/11/NEGZ-Kurzstudie-11-Kompetenzvermittlung-2020.pdf
77912090,Insight is power: Understanding the terms of the consumer-firm data exchange,Forschungsartikel (Zeitschrift),10.1016/j.jretai.2020.11.001,https://doi.org/10.1016/j.jretai.2020.11.001,https://linkinghub.elsevier.com/retrieve/pii/S0022435920300725
77904480,To Boldly Show What No One Has Seen Before: A Dashboard for Visualizing Multi-objective Landscapes,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-72062-9_50,https://doi.org/10.1007/978-3-030-72062-9_50,https://link.springer.com/chapter/10.1007/978-3-030-72062-9_50
77904378,Multi^3: Optimizing Multimodal Single-Objective Continuous Problems in the Multi-Objective Space by Means of Multiobjectivization,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-72062-9_25,https://doi.org/10.1007/978-3-030-72062-9_25,https://link.springer.com/chapter/10.1007/978-3-030-72062-9_25
77901768,E-Kompetenzen,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-23668-7,https://doi.org/10.1007/978-3-658-23668-7,https://link.springer.com/book/10.1007/978-3-658-23668-7
77901669,Digital Orientation: Conceptualization and Operationalization of a New Strategic Orientation,Forschungsartikel (Zeitschrift),10.1016/j.emj.2020.10.009,https://doi.org/10.1016/j.emj.2020.10.009,https://linkinghub.elsevier.com/retrieve/pii/S0263237320301584
77884572,Online Shopping Motives during the COVID-19 Pandemic—Lessons from the Crisis,Forschungsartikel (Zeitschrift),10.3390/su122410247,https://doi.org/10.3390/su122410247,https://www.mdpi.com/2071-1050/12/24/10247
77884470,Online Shopping Motives during the COVID-19 Pandemic—Lessons from the Crisis,Forschungsartikel (Zeitschrift),10.3390/su122410247,https://doi.org/10.3390/su122410247,https://www.mdpi.com/2071-1050/12/24/10247
77878808,The Distribution of Influence in Purchase Decisions by Male Homosexual Couples,Forschungsartikel (Zeitschrift),10.1002/cb.1432,https://doi.org/10.1002/cb.1432,https://onlinelibrary.wiley.com/doi/10.1002/cb.1432
77878707,Mapping the Consumption of Government Communication: a Qualitative Study in Germany,Forschungsartikel (Zeitschrift),10.1002/pa.1483,https://doi.org/10.1002/pa.1483,https://onlinelibrary.wiley.com/doi/10.1002/pa.1483
77878605,"Rahmenbedingungen des Sustainable Marketing: 
Der Politische Wandel",Forschungsartikel (Buchbeitrag),10.1007/978-3-658-02437-6_6,https://doi.org/10.1007/978-3-658-02437-6_6,https://link.springer.com/chapter/10.1007/978-3-658-02437-6_6
77878101,How to Manage a Party Brand: Empirical Perspectives on Electoral Probability and Internal Conflict,Forschungsartikel (Zeitschrift),10.1080/15377857.2014.990832,https://doi.org/10.1080/15377857.2014.990832,https://www.tandfonline.com/doi/abs/10.1080/15377857.2014.990832
77877998,Digital Marketing,Lexikonartikel (Buchbeitrag),10.1007/978-3-030-13895-0_6-1,https://doi.org/10.1007/978-3-030-13895-0_6-1,https://link.springer.com/referenceworkentry/10.1007/978-3-030-13895-0_6-1
77848702,"Idiosyncratic volatility, option-based measures of informed trading, and investor attention",Forschungsartikel (Zeitschrift),10.1007/s11147-021-09175-7,https://doi.org/10.1007/s11147-021-09175-7,https://link.springer.com/article/10.1007/s11147-021-09175-7
77848597,"Quo vadis, Civis? Entwicklung einer Citizen Journey für eine nachfrageorientierte Dienstleistungsentwicklung im öffentlichen Sektor",Fachbuch (Monographie),10.30418/2626-6032.2020.13,https://doi.org/10.30418/2626-6032.2020.13,https://www.negz.org/wp-content/uploads/2020/12/NEGZ-Kurzstudie-13-Quo-vadis-Civis-2020.pdf
77848498,Playing (Government) Seriously: Design Principles for E-Government Simulation Game Platforms,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-86800-0_6,https://doi.org/10.1007/978-3-030-86800-0_6,https://link.springer.com/chapter/10.1007/978-3-030-86800-0_6
77845560,Equilibrium Asset Pricing in Directed Networks,Forschungsartikel (Zeitschrift),10.1093/rof/rfaa035,https://doi.org/10.1093/rof/rfaa035,https://academic.oup.com/rof/article/25/3/777/5970503
77839921,"What Is It About Humanity That We Can’t Give Away To Intelligent Machines? A
European Perspective",Forschungsartikel (Zeitschrift),10.1016/j.ijinfomgt.2021.102311,https://doi.org/10.1016/j.ijinfomgt.2021.102311,https://linkinghub.elsevier.com/retrieve/pii/S0268401221000049
77836926,"The Future of Digital Work: The Challenge of Inequality: Proceedings of the 2020 IFIP 8.2, 9.1, 9.4 Joint Working Conference",Fachbuch (Herausgegebenes Buch),10.1007/978-3-030-64697-4,https://doi.org/10.1007/978-3-030-64697-4,https://link.springer.com/book/10.1007/978-3-030-64697-4
